,Time,Lat,Lon,Unscaled,IMIC,RADS GIM
0,2016-05-06 23:16:00,16.940994,338.088244,-0.0014981519028768805,-0.008697099629036566,-0.0006000000000000033
1,2016-05-07 06:00:00,13.698291999999999,237.859081,0.0022194247495106456,-0.00422767781835276,-0.001899999999999985
2,2016-05-13 19:25:00,-23.925912999999998,214.84973300000001,-0.007869491340563826,-0.018621266369699456,-0.0085
3,2016-05-13 23:35:00,16.787952,333.450899,-0.0010901314526463868,-0.005751328780107187,0.002799999999999997
4,2016-05-23 07:25:00,11.271514999999999,216.91265900000002,-0.008367044180611571,-0.015446598171552334,-0.006099999999999994
5,2016-05-23 17:33:00,20.638676,63.234243,0.0014576179651752535,-0.00407406981386596,-0.0007000000000000062
6,2016-05-30 22:02:00,-11.721604,177.559038,0.004735854425533342,-0.005282495597473291,0.008300000000000002
7,2016-06-12 09:48:00,-49.557963,352.538874,-0.004884341617157322,-0.007867789660576625,-0.0030999999999999986
8,2016-06-12 10:28:00,10.216234,171.336726,0.0015571169727662537,-0.0037645951127225352,0.015899999999999997
9,2016-06-22 10:30:00,-51.956140999999995,341.156646,-0.003921601796566046,-0.006099721935639735,-0.0021999999999999936
10,2016-06-28 11:09:00,-31.618084,337.183313,-0.004290110538863006,-0.007335309020511032,-0.0014999999999999979
11,2016-07-03 02:16:00,-35.159942,109.87508,-0.005357878110152731,-0.008997478769342024,-0.004400000000000001
12,2016-07-03 05:43:00,-54.875704999999996,51.680895,-0.0041437858794124895,-0.005771586802817958,0.0035000000000000014
13,2016-07-05 09:52:00,-50.412178999999995,351.225318,-0.0033291715260134773,-0.005484715946804689,-0.0014999999999999996
14,2016-07-09 03:47:00,21.223409,269.748719,-0.005708139224494998,-0.00910633395097366,-0.0019000000000000006
15,2016-07-10 06:01:00,-53.228794,47.867382,-0.011020895441002827,-0.013451008483307075,-0.004199999999999995
16,2016-08-01 13:00:00,0.609976,314.966473,-0.0023080529813216204,-0.011603628262702512,-0.0058
17,2016-08-02 00:01:00,16.912999,326.886654,-0.001994485935039203,-0.0043461933348852705,0.001899999999999999
18,2016-08-10 17:42:00,-43.358089,236.244224,-0.007470610779883299,-0.011863073206673264,-0.005400000000000002
19,2016-08-14 22:30:00,-4.134301,171.78263099999998,0.0006072635447337965,-0.013455587709394437,-0.0020999999999999908
20,2016-08-20 15:00:00,-41.786933,277.007726,-0.0005261160066320179,-0.004508175475956354,0.0
21,2016-08-23 06:00:00,13.698647,237.871001,0.00419603438681769,-0.0013437158677626487,0.002799999999999997
22,2016-08-28 23:06:00,-0.037122999999999996,163.340826,0.0010269150540904628,-0.011654914843114783,0.003299999999999999
23,2016-09-15 10:26:00,-51.19224,342.437252,0.0014179230262084883,-0.0044412268341595534,0.0024999999999999953
24,2016-09-23 05:56:00,13.658036,238.80074100000002,0.00701619897259298,0.0025215695153054524,0.0013999999999999985
25,2016-09-29 16:04:00,-40.319469999999995,261.590896,-0.0019520564645666288,-0.010881616775716973,-0.005000000000000001
26,2016-09-30 17:21:00,-48.067284,240.01928700000002,-0.0018585619997282875,-0.0067782294856362085,0.0018
27,2016-10-13 12:22:00,15.620116,142.036861,0.003349803909553528,-0.008035632274336617,0.0009000000000000015
28,2016-10-18 21:05:00,-9.033074,192.18911500000002,-0.007326187561473407,-0.022431371163543837,-0.015400000000000011
29,2016-10-25 01:13:00,-10.673238,130.107667,0.0030397259973512503,-0.008385569239562157,0.0039000000000000146
30,2016-10-25 04:46:00,-52.101237,67.118993,-0.008694680749447308,-0.012977156323486392,-0.0052000000000000015
31,2016-11-18 06:05:00,-53.202718,46.948681,-0.005795137712824153,-0.011441675958708,0.0016999999999999932
32,2016-11-20 01:40:00,-14.700135,122.640631,-0.000838123176509803,-0.010127387609487948,-0.0008999999999999841
33,2016-11-22 11:01:00,-40.494308,337.286467,0.0001341027402197853,-0.008393798750626638,-0.0025000000000000022
34,2016-11-27 23:49:00,-5.674345,151.803836,0.009453326010495762,-0.0013661988736562852,0.010100000000000005
35,2016-12-05 20:22:00,-14.116244,202.254149,-0.001341905430925154,-0.014869761190088905,0.0005999999999999998
36,2016-12-11 06:48:00,14.63478,225.494415,0.0016898846675572482,-0.001728882387059559,-0.0002999999999999947
37,2016-12-15 11:03:00,-35.824408999999996,337.824394,0.004826995292066691,-0.005084560184726757,-0.0029
38,2016-12-22 05:22:00,13.231162999999999,247.323261,0.0032510764016257312,0.00030216926912451925,0.007099999999999999
39,2016-12-24 10:35:00,-53.944525,339.221087,-0.002531473708909493,-0.007834593219310126,0.00020000000000000573
40,2017-01-04 17:32:00,-47.771242,237.34230200000002,-0.008287343494359903,-0.012340501337159665,-0.002799999999999997
41,2017-01-06 05:33:00,13.490744999999999,244.45869,-0.00141323884861861,-0.004012855224177658,-0.0020000000000000018
42,2017-01-12 11:20:00,9.045328,158.508592,0.002482705802575945,-0.001983907369698862,-0.0005999999999999964
43,2017-01-17 04:07:00,10.753824999999999,266.591398,-0.0004996649975435585,-0.002934233684693345,0.0021999999999999936
44,2017-01-19 04:17:00,-53.268235999999995,74.022044,-0.01123333900459884,-0.015780533064367226,-0.005200000000000001
45,2017-01-23 19:14:00,-24.217515,217.587802,0.0055813220232203975,-0.002998463514519989,0.00449999999999999
46,2017-01-27 15:49:00,-29.147565,267.734321,0.000658458214817928,-0.009826350887877935,0.00019999999999999185
47,2017-01-28 17:09:00,-45.402907,243.897043,-0.0016415673963076569,-0.005830254623982501,0.0005000000000000004
48,2017-02-18 12:01:00,7.552657,148.563828,0.0009097858345086252,-0.0062908277889619085,-0.003799999999999998
49,2017-02-26 11:09:00,-31.588945,337.19773299999997,0.006997879773860533,-0.002047095958113452,-0.000899999999999998
